"Date_Time","Year","Month","Day_Type","Holiday","FasciaAEEG","Total_Power","DIMAT","Refrigeration_unit2","Data_centre","Bar_Ambrogio","Canteen","Rectory","Print_shop","Allocated","Not_allocated"
2019-01-01 00:00:00,2019,"Jan","Tue","Yes","F23",116.4,3.6,2.4,34.8,1.6,8,10.8,0,61.2,55.2
2019-01-01 00:15:00,2019,"Jan","Tue","Yes","F23",125.6,4,2.8,36,2,9.6,14.8,0.4,69.6,56
2019-01-01 00:30:00,2019,"Jan","Tue","Yes","F23",119.2,4,2.4,34.8,1.6,8,12.4,0.4,63.6,55.6
2019-01-01 00:45:00,2019,"Jan","Tue","Yes","F23",120.8,3.6,2.8,35.6,2.4,8,10.8,0.4,63.6,57.2
2019-01-01 01:00:00,2019,"Jan","Tue","Yes","F23",126.8,4,2.8,35.6,2,14.4,10.8,0,69.6,57.2
2019-01-01 01:15:00,2019,"Jan","Tue","Yes","F23",124.4,4,2.4,34.8,2,18,10.4,0.4,72,52.4
2019-01-01 01:30:00,2019,"Jan","Tue","Yes","F23",126.4,3.6,2.8,35.6,2,18.8,10.8,0.8,74.4,52
2019-01-01 01:45:00,2019,"Jan","Tue","Yes","F23",118.8,4,2.4,34.8,1.6,18,11.2,0.4,72.4,46.4
2019-01-01 02:00:00,2019,"Jan","Tue","Yes","F23",126,3.6,2.8,36,2,18.8,10.8,0,74,52
2019-01-01 02:15:00,2019,"Jan","Tue","Yes","F23",122.8,4,2.8,35.6,2,18.8,10.8,0.4,74.4,48.4
2019-01-01 02:30:00,2019,"Jan","Tue","Yes","F23",121.6,3.6,2.4,34.8,1.6,18,10.8,0.4,71.6,50
2019-01-01 02:45:00,2019,"Jan","Tue","Yes","F23",126.8,4,2.8,36,2,18.4,10.8,0.4,74.4,52.4
2019-01-01 03:00:00,2019,"Jan","Tue","Yes","F23",125.2,4,2.8,35.6,2.4,18.4,10.8,0,74,51.2
2019-01-01 03:15:00,2019,"Jan","Tue","Yes","F23",122.8,3.6,2.4,35.2,1.6,18,10.8,0.4,72,50.8
2019-01-01 03:30:00,2019,"Jan","Tue","Yes","F23",124.4,4,2.8,35.6,2,18.4,11.2,0.8,74.8,49.6
2019-01-01 03:45:00,2019,"Jan","Tue","Yes","F23",120.4,3.6,2.4,34.8,1.6,17.6,10.8,0.4,71.2,49.2
2019-01-01 04:00:00,2019,"Jan","Tue","Yes","F23",123.2,4,2.8,36,2,18.8,10.8,0.4,74.8,48.4
2019-01-01 04:15:00,2019,"Jan","Tue","Yes","F23",124.4,3.6,2.8,36,1.6,18.8,11.2,0,74,50.4
2019-01-01 04:30:00,2019,"Jan","Tue","Yes","F23",124.4,4,2.4,34.8,2,18.8,10.8,0.4,73.2,51.2
2019-01-01 04:45:00,2019,"Jan","Tue","Yes","F23",127.6,3.6,2.8,36,1.6,19.2,10.8,0.4,74.4,53.2
2019-01-01 05:00:00,2019,"Jan","Tue","Yes","F23",125.2,4,2.8,34.8,2,18.4,10.8,0.4,73.2,52
2019-01-01 05:15:00,2019,"Jan","Tue","Yes","F23",135.2,4,2.4,36,1.6,19.2,10.8,0,74,61.2
2019-01-01 05:30:00,2019,"Jan","Tue","Yes","F23",136,4,2.8,35.6,2,18.8,11.2,0.8,75.2,60.8
2019-01-01 05:45:00,2019,"Jan","Tue","Yes","F23",131.2,3.6,2.8,34.8,2,17.6,10.4,0.4,71.6,59.6
2019-01-01 06:00:00,2019,"Jan","Tue","Yes","F23",136.4,4,3.2,35.6,2,20.8,11.2,0.4,77.2,59.2
2019-01-01 06:15:00,2019,"Jan","Tue","Yes","F23",139.2,4,11.2,34.8,2,29.6,10.4,0,92,47.2
2019-01-01 06:30:00,2019,"Jan","Tue","Yes","F23",147.6,3.6,11.6,35.6,1.6,30.4,11.2,0.4,94.4,53.2
2019-01-01 06:45:00,2019,"Jan","Tue","Yes","F23",148.4,4,11.2,35.6,2,30.4,10.8,0.4,94.4,54
2019-01-01 07:00:00,2019,"Jan","Tue","Yes","F23",145.2,4,11.2,34.8,1.6,29.6,9.2,0.4,90.8,54.4
2019-01-01 07:15:00,2019,"Jan","Tue","Yes","F23",150,3.6,11.6,35.6,2.4,28.8,11.2,0.4,93.6,56.4
2019-01-01 07:30:00,2019,"Jan","Tue","Yes","F23",147.6,4,11.2,34.8,1.6,28.8,11.2,0.4,92,55.6
2019-01-01 07:45:00,2019,"Jan","Tue","Yes","F23",142,3.6,11.2,35.6,2,29.6,10.8,0.4,93.2,48.8
2019-01-01 08:00:00,2019,"Jan","Tue","Yes","F23",138.8,4,11.6,35.6,2,30,11.2,0.4,94.8,44
2019-01-01 08:15:00,2019,"Jan","Tue","Yes","F23",139.6,3.6,11.2,34.8,2,29.2,10.8,0,91.6,48
2019-01-01 08:30:00,2019,"Jan","Tue","Yes","F23",141.2,4,11.6,35.6,2.4,30,11.2,0.4,95.2,46
2019-01-01 08:45:00,2019,"Jan","Tue","Yes","F23",135.2,4,11.2,34.8,1.6,31.2,11.6,0.4,94.8,40.4
2019-01-01 09:00:00,2019,"Jan","Tue","Yes","F23",138,3.6,11.2,35.6,2.4,31.2,10.8,0.4,95.2,42.8
2019-01-01 09:15:00,2019,"Jan","Tue","Yes","F23",138,4,11.6,35.6,2,32.8,11.2,0.4,97.6,40.4
2019-01-01 09:30:00,2019,"Jan","Tue","Yes","F23",130.4,3.6,11.2,34.8,1.6,30.8,10.8,0.4,93.2,37.2
2019-01-01 09:45:00,2019,"Jan","Tue","Yes","F23",140.4,4,11.2,35.6,2,32.4,11.6,0.4,97.2,43.2
2019-01-01 10:00:00,2019,"Jan","Tue","Yes","F23",130.8,4,11.2,34.8,2,31.2,10.8,0.4,94.4,36.4
2019-01-01 10:15:00,2019,"Jan","Tue","Yes","F23",132,3.6,11.2,35.6,1.6,30,10,0,92,40
2019-01-01 10:30:00,2019,"Jan","Tue","Yes","F23",132,4,11.6,36,2.4,30.4,10.4,0.4,95.2,36.8
2019-01-01 10:45:00,2019,"Jan","Tue","Yes","F23",123.2,3.6,11.2,34.8,2,30.8,10,0.4,92.8,30.4
2019-01-01 11:00:00,2019,"Jan","Tue","Yes","F23",127.2,4,11.2,35.6,2,32.4,10.4,0.4,96,31.2
2019-01-01 11:15:00,2019,"Jan","Tue","Yes","F23",125.2,4,11.2,34.8,1.2,31.6,10.4,0.8,94,31.2
2019-01-01 11:30:00,2019,"Jan","Tue","Yes","F23",128.4,3.6,11.6,35.6,2.4,32.8,10,0,96,32.4
2019-01-01 11:45:00,2019,"Jan","Tue","Yes","F23",128,4,11.6,35.6,1.6,33.6,10.4,0.4,97.2,30.8
2019-01-01 12:00:00,2019,"Jan","Tue","Yes","F23",128,4,11.2,34.8,1.2,33.2,10,0.4,94.8,33.2
2019-01-01 12:15:00,2019,"Jan","Tue","Yes","F23",138.4,3.6,11.6,35.6,2.8,32.8,10.8,0.4,97.6,40.8
2019-01-01 12:30:00,2019,"Jan","Tue","Yes","F23",132,4,11.2,35.6,2.8,32.8,10.4,0,96.8,35.2
2019-01-01 12:45:00,2019,"Jan","Tue","Yes","F23",132,4,11.2,35.2,2,32,10,0.4,94.8,37.2
2019-01-01 13:00:00,2019,"Jan","Tue","Yes","F23",138.4,4,11.2,35.6,2.4,33.6,9.2,0.4,96.4,42
2019-01-01 13:15:00,2019,"Jan","Tue","Yes","F23",131.2,3.6,11.2,34.8,2.8,31.6,7.6,0.8,92.4,38.8
2019-01-01 13:30:00,2019,"Jan","Tue","Yes","F23",132.8,4,11.2,35.6,2.4,32.4,7.6,0,93.2,39.6
2019-01-01 13:45:00,2019,"Jan","Tue","Yes","F23",137.2,3.6,10.8,35.6,2.8,32.8,7.6,0.4,93.6,43.6
2019-01-01 14:00:00,2019,"Jan","Tue","Yes","F23",131.2,4,11.2,34.8,2,31.6,7.6,0.4,91.6,39.6
2019-01-01 14:15:00,2019,"Jan","Tue","Yes","F23",130.4,4,10.8,35.6,2.8,32.8,7.6,0.4,94,36.4
2019-01-01 14:30:00,2019,"Jan","Tue","Yes","F23",123.6,3.6,10.8,34.8,2.8,32,7.6,0.4,92,31.6
2019-01-01 14:45:00,2019,"Jan","Tue","Yes","F23",130.4,4,11.2,35.6,2,32.8,7.6,0,93.2,37.2
2019-01-01 15:00:00,2019,"Jan","Tue","Yes","F23",128.4,3.6,9.6,36,2.8,32.8,8,0.4,93.2,35.2
2019-01-01 15:15:00,2019,"Jan","Tue","Yes","F23",124,4,5.6,34.8,2.8,32,8.4,0.8,88.4,35.6
2019-01-01 15:30:00,2019,"Jan","Tue","Yes","F23",121.2,3.6,4.8,35.6,2,32.8,9.6,0.4,88.8,32.4
2019-01-01 15:45:00,2019,"Jan","Tue","Yes","F23",120.4,4,4.8,34.4,2.4,32.4,8.4,0,86.4,34
2019-01-01 16:00:00,2019,"Jan","Tue","Yes","F23",121.2,4,4.8,35.6,2.8,31.6,9.2,0.4,88.4,32.8
2019-01-01 16:15:00,2019,"Jan","Tue","Yes","F23",122.4,3.6,5.2,36,2.8,19.2,8.8,0.4,76,46.4
2019-01-01 16:30:00,2019,"Jan","Tue","Yes","F23",126.4,4,4.8,34.8,1.6,18.8,8.8,0.4,73.2,53.2
2019-01-01 16:45:00,2019,"Jan","Tue","Yes","F23",132.4,3.6,4.8,35.6,2.8,19.6,9.6,0,76,56.4
2019-01-01 17:00:00,2019,"Jan","Tue","Yes","F23",133.2,4,4.8,34.8,1.6,19.6,9.2,0.8,74.8,58.4
2019-01-01 17:15:00,2019,"Jan","Tue","Yes","F23",146.4,3.6,4.8,35.6,2,19.2,9.6,0.4,75.2,71.2
2019-01-01 17:30:00,2019,"Jan","Tue","Yes","F23",142.4,4,4.8,35.6,1.6,18.8,10,0.4,75.2,67.2
2019-01-01 17:45:00,2019,"Jan","Tue","Yes","F23",139.6,4,4.8,34.8,2,18.4,9.6,0,73.6,66
2019-01-01 18:00:00,2019,"Jan","Tue","Yes","F23",139.6,3.6,4.8,35.6,2,18.4,9.6,0.4,74.4,65.2
2019-01-01 18:15:00,2019,"Jan","Tue","Yes","F23",136,4,4.8,34.8,2,18.4,10,0.4,74.4,61.6
2019-01-01 18:30:00,2019,"Jan","Tue","Yes","F23",136,4,3.6,36,2,18.8,9.6,0.4,74.4,61.6
2019-01-01 18:45:00,2019,"Jan","Tue","Yes","F23",136,3.6,2.8,35.6,2,19.2,10,0,73.2,62.8
2019-01-01 19:00:00,2019,"Jan","Tue","Yes","F23",130.4,4,2.8,34.8,1.6,18.8,9.6,0.8,72.4,58
2019-01-01 19:15:00,2019,"Jan","Tue","Yes","F23",132.8,4,2.8,35.6,2,19.2,9.6,0.4,73.6,59.2
2019-01-01 19:30:00,2019,"Jan","Tue","Yes","F23",130,3.6,2.4,34.8,1.6,18.8,10.8,0.4,72.4,57.6
2019-01-01 19:45:00,2019,"Jan","Tue","Yes","F23",136,4,2.8,36,2,19.2,12,0,76,60
2019-01-01 20:00:00,2019,"Jan","Tue","Yes","F23",138.4,3.6,2.8,35.6,1.6,19.6,12.4,0.4,76,62.4
2019-01-01 20:15:00,2019,"Jan","Tue","Yes","F23",136,4,2.8,35.2,2,18.4,12,0.4,74.8,61.2
2019-01-01 20:30:00,2019,"Jan","Tue","Yes","F23",138,4,2.4,35.6,2.4,19.6,11.6,0.4,76,62
2019-01-01 20:45:00,2019,"Jan","Tue","Yes","F23",136,3.6,2.8,36,1.6,19.2,11.6,0,74.8,61.2
2019-01-01 21:00:00,2019,"Jan","Tue","Yes","F23",134.4,4,2.8,34.8,1.6,19.2,10.8,0.8,74,60.4
2019-01-01 21:15:00,2019,"Jan","Tue","Yes","F23",138.4,3.6,2.4,36,2,19.6,11.2,0.4,75.2,63.2
2019-01-01 21:30:00,2019,"Jan","Tue","Yes","F23",130.4,4,2.8,35.2,2,18.4,11.2,0.4,74,56.4
2019-01-01 21:45:00,2019,"Jan","Tue","Yes","F23",134,3.6,2.8,35.6,2,19.6,10.8,0,74.4,59.6
2019-01-01 22:00:00,2019,"Jan","Tue","Yes","F23",134,4,2.4,36,2,19.2,11.2,0.4,75.2,58.8
2019-01-01 22:15:00,2019,"Jan","Tue","Yes","F23",126.8,3.6,2.8,35.2,2.4,17.6,10.8,0.4,72.8,54
2019-01-01 22:30:00,2019,"Jan","Tue","Yes","F23",132,4,2.8,35.6,1.6,19.2,11.2,0.4,74.8,57.2
2019-01-01 22:45:00,2019,"Jan","Tue","Yes","F23",127.2,3.6,2.4,35.2,1.6,18.4,11.2,0,72.4,54.8
2019-01-01 23:00:00,2019,"Jan","Tue","Yes","F23",132.8,4,2.8,35.6,2,18.8,11.2,0.8,75.2,57.6
2019-01-01 23:15:00,2019,"Jan","Tue","Yes","F23",121.6,4,2.8,35.6,2,18.8,10.8,0.4,74.4,47.2
2019-01-01 23:30:00,2019,"Jan","Tue","Yes","F23",123.6,3.6,2.4,34.8,1.6,18.8,10.8,0.4,72.4,51.2
2019-01-01 23:45:00,2019,"Jan","Tue","Yes","F23",122.8,4,2.8,35.2,2.4,18,10.8,0.4,73.6,49.2
2019-01-02 00:00:00,2019,"Jan","Wed","No","F23",120,3.6,2.8,34.4,1.6,18.4,10.8,0,71.6,48.4
2019-01-02 00:15:00,2019,"Jan","Wed","No","F23",126.8,4,2.4,36,2.4,19.2,14.4,0.4,78.8,48
2019-01-02 00:30:00,2019,"Jan","Wed","No","F23",126.8,4,2.8,35.2,2,19.2,12.4,0.4,76,50.8
2019-01-02 00:45:00,2019,"Jan","Wed","No","F23",120.4,4,2.8,34.8,2,18,10.4,0.4,72.4,48
2019-01-02 01:00:00,2019,"Jan","Wed","No","F23",121.6,3.6,2.8,35.6,1.6,18.4,11.2,0.4,73.6,48
2019-01-02 01:15:00,2019,"Jan","Wed","No","F23",116.8,4,2.4,34.4,2,18,10.8,0.4,72,44.8
2019-01-02 01:30:00,2019,"Jan","Wed","No","F23",120,4,2.8,35.2,1.6,19.6,10.8,0.4,74.4,45.6
2019-01-02 01:45:00,2019,"Jan","Wed","No","F23",122,3.6,2.4,35.6,1.6,19.6,11.6,0.4,74.8,47.2
2019-01-02 02:00:00,2019,"Jan","Wed","No","F23",118,4,2.8,34.8,2,18.4,10.8,0,72.8,45.2
2019-01-02 02:15:00,2019,"Jan","Wed","No","F23",117.2,4,2.8,35.2,2,18,10.8,0.4,73.2,44
2019-01-02 02:30:00,2019,"Jan","Wed","No","F23",116.4,3.6,2.4,34,2,18.8,10.8,0.4,72,44.4
2019-01-02 02:45:00,2019,"Jan","Wed","No","F23",115.6,4,2.8,35.2,1.6,19.6,10.8,0.4,74.4,41.2
2019-01-02 03:00:00,2019,"Jan","Wed","No","F23",118.4,3.6,2.8,34.8,1.6,19.2,11.2,0.4,73.6,44.8
2019-01-02 03:15:00,2019,"Jan","Wed","No","F23",108.8,4,2.4,34.4,2,17.6,10.8,0.4,71.6,37.2
2019-01-02 03:30:00,2019,"Jan","Wed","No","F23",108.8,4,2.8,34.8,2,19.2,10.8,0.4,74,34.8
2019-01-02 03:45:00,2019,"Jan","Wed","No","F23",107.6,3.6,2.4,34.4,2,18.4,10.8,0.4,72,35.6
2019-01-02 04:00:00,2019,"Jan","Wed","No","F23",111.2,4,2.8,34.8,1.6,18.8,10.8,0,72.8,38.4
2019-01-02 04:15:00,2019,"Jan","Wed","No","F23",110,3.6,2.4,34.8,2,18.4,11.2,0.4,72.8,37.2
2019-01-02 04:30:00,2019,"Jan","Wed","No","F23",110,4,2.8,34,1.6,19.2,10.8,0.4,72.8,37.2
2019-01-02 04:45:00,2019,"Jan","Wed","No","F23",112.8,3.6,2.8,35.2,2,19.2,11.6,0.4,74.8,38
2019-01-02 05:00:00,2019,"Jan","Wed","No","F23",116.4,4,2.4,34.8,2,19.6,12,0.4,75.2,41.2
2019-01-02 05:15:00,2019,"Jan","Wed","No","F23",122.8,3.6,2.8,34,1.6,18.8,11.6,0.4,72.8,50
2019-01-02 05:30:00,2019,"Jan","Wed","No","F23",127.6,4,2.4,34.8,1.6,19.2,12,0.4,74.4,53.2
2019-01-02 05:45:00,2019,"Jan","Wed","No","F23",127.6,3.6,2.8,34.4,2,18.8,12.4,0.4,74.4,53.2
2019-01-02 06:00:00,2019,"Jan","Wed","No","F23",132.8,4,2.4,34.8,2.4,20,12.4,0,76,56.8
2019-01-02 06:15:00,2019,"Jan","Wed","No","F23",131.2,4,2.8,34.8,1.6,30,12,0.4,85.6,45.6
2019-01-02 06:30:00,2019,"Jan","Wed","No","F23",129.6,3.6,3.2,33.6,1.6,28.8,12,0.4,83.2,46.4
2019-01-02 06:45:00,2019,"Jan","Wed","No","F23",160,4,25.2,34.8,2,28,12.4,0.4,106.8,53.2
2019-01-02 07:00:00,2019,"Jan","Wed","No","F23",153.2,3.6,25.6,34,2,28.4,10.8,0.4,104.8,48.4
2019-01-02 07:15:00,2019,"Jan","Wed","No","F23",196.4,4,40.4,34.8,1.6,31.6,10.8,0.4,123.6,72.8
2019-01-02 07:30:00,2019,"Jan","Wed","No","F23",205.6,4,40,34.8,2,30,10.4,0.4,121.6,84
2019-01-02 07:45:00,2019,"Jan","Wed","No","F23",200.4,3.6,39.2,33.6,2,30.8,10,1.6,120.8,79.6
2019-01-02 08:00:00,2019,"Jan","Wed","No","F1",204,4,39.2,34.8,2,33.2,10.4,2,125.6,78.4
2019-01-02 08:15:00,2019,"Jan","Wed","No","F1",198.8,4,38.4,33.6,1.6,30,10.8,1.6,120,78.8
2019-01-02 08:30:00,2019,"Jan","Wed","No","F1",206,3.6,39.2,34.8,1.6,32,12,2,125.2,80.8
2019-01-02 08:45:00,2019,"Jan","Wed","No","F1",209.2,4,39.2,34.8,2,32,12.8,2,126.8,82.4
2019-01-02 09:00:00,2019,"Jan","Wed","No","F1",195.6,4,37.6,33.6,2,30.4,10.8,1.6,120,75.6
2019-01-02 09:15:00,2019,"Jan","Wed","No","F1",200.4,3.6,38.8,34.8,1.6,31.6,10,2,122.4,78
2019-01-02 09:30:00,2019,"Jan","Wed","No","F1",195.6,4,37.2,33.6,2,31.6,11.2,1.6,121.2,74.4
2019-01-02 09:45:00,2019,"Jan","Wed","No","F1",184,3.6,38,34.8,2,30.4,12,1.6,122.4,61.6
2019-01-02 10:00:00,2019,"Jan","Wed","No","F1",191.6,4,38,34.8,1.6,31.2,12,2,123.6,68
2019-01-02 10:15:00,2019,"Jan","Wed","No","F1",190.8,4,36.4,34,1.6,31.2,10.8,1.6,119.6,71.2
2019-01-02 10:30:00,2019,"Jan","Wed","No","F1",190.8,3.6,36.8,34.8,2.4,30,12,1.6,121.2,69.6
2019-01-02 10:45:00,2019,"Jan","Wed","No","F1",188.4,4,31.6,34,2,30.8,12,2.4,116.8,71.6
2019-01-02 11:00:00,2019,"Jan","Wed","No","F1",196,4,32.4,34.8,1.6,31.2,11.2,1.6,116.8,79.2
2019-01-02 11:15:00,2019,"Jan","Wed","No","F1",182.8,3.6,32.8,34.8,2.4,31.6,10.4,1.6,117.2,65.6
2019-01-02 11:30:00,2019,"Jan","Wed","No","F1",175.2,4,31.2,34.4,2,30.4,9.6,2,113.6,61.6
2019-01-02 11:45:00,2019,"Jan","Wed","No","F1",175.6,3.6,32.4,36,1.6,32.4,9.6,1.6,117.2,58.4
2019-01-02 12:00:00,2019,"Jan","Wed","No","F1",179.6,4,32.4,34.4,2,31.6,10.8,2,117.2,62.4
2019-01-02 12:15:00,2019,"Jan","Wed","No","F1",176.8,3.6,31.6,36,2,32.4,10,1.6,117.2,59.6
2019-01-02 12:30:00,2019,"Jan","Wed","No","F1",168.4,4,32,35.6,1.6,32.4,8.4,1.6,115.6,52.8
2019-01-02 12:45:00,2019,"Jan","Wed","No","F1",189.6,3.6,31.2,34.8,2,32.4,8.8,2.4,115.2,74.4
2019-01-02 13:00:00,2019,"Jan","Wed","No","F1",185.2,4,31.6,35.6,2.4,32.8,8.8,1.6,116.8,68.4
2019-01-02 13:15:00,2019,"Jan","Wed","No","F1",169.2,4,32,35.6,2,32,8.4,1.6,115.6,53.6
2019-01-02 13:30:00,2019,"Jan","Wed","No","F1",162.8,4,31.2,34.8,2,31.6,8.4,2,114,48.8
2019-01-02 13:45:00,2019,"Jan","Wed","No","F1",171.2,3.6,31.6,35.6,2,31.6,10.4,1.6,116.4,54.8
2019-01-02 14:00:00,2019,"Jan","Wed","No","F1",158.8,4,30.8,34.4,1.6,31.6,10,1.6,114,44.8
2019-01-02 14:15:00,2019,"Jan","Wed","No","F1",166,4,31.6,35.6,2,32.4,9.6,2,117.2,48.8
2019-01-02 14:30:00,2019,"Jan","Wed","No","F1",164.4,3.6,32,35.6,2.8,31.6,10,1.6,117.2,47.2
2019-01-02 14:45:00,2019,"Jan","Wed","No","F1",162.8,4,30.8,34.8,2.4,31.2,9.6,1.6,114.4,48.4
2019-01-02 15:00:00,2019,"Jan","Wed","No","F1",156.8,4,30.4,35.6,2.8,31.6,10.8,2.4,117.6,39.2
2019-01-02 15:15:00,2019,"Jan","Wed","No","F1",144.4,4.4,18,34.8,2.4,30,9.6,1.6,100.8,43.6
2019-01-02 15:30:00,2019,"Jan","Wed","No","F1",152.8,6,19.2,35.6,2,31.6,9.6,1.6,105.6,47.2
2019-01-02 15:45:00,2019,"Jan","Wed","No","F1",148.8,5.6,19.2,35.6,2.4,32,8.8,2,105.6,43.2
2019-01-02 16:00:00,2019,"Jan","Wed","No","F1",145.6,5.6,19.6,34.8,2.4,29.6,8,1.6,101.6,44
2019-01-02 16:15:00,2019,"Jan","Wed","No","F1",174.8,5.6,20,35.6,2.4,18.8,8.4,1.6,92.4,82.4
2019-01-02 16:30:00,2019,"Jan","Wed","No","F1",170.4,4,19.2,34.8,2,12.4,9.6,2,84,86.4
2019-01-02 16:45:00,2019,"Jan","Wed","No","F1",177.2,3.6,20,35.6,2.8,9.2,9.6,1.6,82.4,94.8
2019-01-02 17:00:00,2019,"Jan","Wed","No","F1",175.6,4,20,35.6,2.8,9.6,9.6,2,83.6,92
2019-01-02 17:15:00,2019,"Jan","Wed","No","F1",175.2,3.6,19.2,34.8,2,8.4,8.8,2,78.8,96.4
2019-01-02 17:30:00,2019,"Jan","Wed","No","F1",180.8,4,20,35.6,2.8,9.2,9.6,1.6,82.8,98
2019-01-02 17:45:00,2019,"Jan","Wed","No","F1",156,3.6,17.6,34.8,2.4,9.2,9.6,0.8,78,78
2019-01-02 18:00:00,2019,"Jan","Wed","No","F1",137.2,4,13.6,35.6,2,8.8,8.8,0.4,73.2,64
2019-01-02 18:15:00,2019,"Jan","Wed","No","F1",140,4,14,36,2.8,9.6,11.2,0.4,78,62
2019-01-02 18:30:00,2019,"Jan","Wed","No","F1",138.4,3.6,13.6,34.8,2.4,9.2,11.6,0,75.2,63.2
2019-01-02 18:45:00,2019,"Jan","Wed","No","F1",140,4,14,35.2,3.2,9.2,11.2,0.4,77.2,62.8
2019-01-02 19:00:00,2019,"Jan","Wed","No","F23",137.2,3.6,12.8,34.8,2,9.2,12,0.8,75.2,62
2019-01-02 19:15:00,2019,"Jan","Wed","No","F23",131.2,4,2.8,35.6,2.4,9.6,12.8,0.4,67.6,63.6
2019-01-02 19:30:00,2019,"Jan","Wed","No","F23",129.2,3.6,3.2,35.6,2.4,8.8,12.4,0,66,63.2
2019-01-02 19:45:00,2019,"Jan","Wed","No","F23",125.2,4,2.4,34.8,2,9.2,11.6,0.4,64.4,60.8
2019-01-02 20:00:00,2019,"Jan","Wed","No","F23",126.8,4,2.8,35.6,2.4,9.6,12,0.4,66.8,60
2019-01-02 20:15:00,2019,"Jan","Wed","No","F23",123.2,3.6,2.8,34.8,2.4,8,12,0.4,64,59.2
2019-01-02 20:30:00,2019,"Jan","Wed","No","F23",125.2,4,2.4,36,2.4,8.8,11.2,0,64.8,60.4
2019-01-02 20:45:00,2019,"Jan","Wed","No","F23",129.2,4,2.8,35.6,2.4,13.6,11.2,0.4,70,59.2
2019-01-02 21:00:00,2019,"Jan","Wed","No","F23",130.4,3.6,2.8,35.2,2.8,18.4,11.2,0.8,74.8,55.6
2019-01-02 21:15:00,2019,"Jan","Wed","No","F23",130.4,4,2.8,35.6,2.4,19.2,11.2,0.4,75.6,54.8
2019-01-02 21:30:00,2019,"Jan","Wed","No","F23",129.2,4,2.4,34.8,2.4,19.2,11.2,0,74,55.2
2019-01-02 21:45:00,2019,"Jan","Wed","No","F23",124.8,4,2.8,36,2,19.2,10.8,0.4,75.2,49.6
2019-01-02 22:00:00,2019,"Jan","Wed","No","F23",128,3.6,2.8,35.6,2,18,11.2,0.4,73.6,54.4
2019-01-02 22:15:00,2019,"Jan","Wed","No","F23",127.6,4,2.8,34.8,2,18.8,11.2,0.4,74,53.6
2019-01-02 22:30:00,2019,"Jan","Wed","No","F23",132.4,4,2.8,35.6,1.6,19.6,11.6,0,75.2,57.2
2019-01-02 22:45:00,2019,"Jan","Wed","No","F23",136,3.6,2.4,36,2,19.6,11.2,0.4,75.2,60.8
2019-01-02 23:00:00,2019,"Jan","Wed","No","F23",129.6,4,2.8,34.8,2,18.8,11.2,0.8,74.4,55.2
2019-01-02 23:15:00,2019,"Jan","Wed","No","F23",116.8,4,2.8,35.6,2,18,11.2,0.4,74,42.8
2019-01-02 23:30:00,2019,"Jan","Wed","No","F23",114,3.6,2.4,34.8,1.6,18.4,10.8,0,71.6,42.4
2019-01-02 23:45:00,2019,"Jan","Wed","No","F23",120.8,4,2.8,36,1.6,19.6,11.2,0.4,75.6,45.2
2019-01-03 00:00:00,2019,"Jan","Thu","No","F23",116.8,3.6,2.8,35.6,2,18.4,10.8,0.4,73.6,43.2
2019-01-03 00:15:00,2019,"Jan","Thu","No","F23",118.4,4,2.4,34.8,2,18,14.4,0.4,76,42.4
2019-01-03 00:30:00,2019,"Jan","Thu","No","F23",123.2,4,2.8,36,1.2,19.2,12,0.4,75.6,47.6
2019-01-03 00:45:00,2019,"Jan","Thu","No","F23",121.2,3.6,2.8,34.4,2.4,18.4,10.8,0,72.4,48.8
2019-01-03 01:00:00,2019,"Jan","Thu","No","F23",117.6,4,2.4,34.8,1.2,18.4,10.8,0.8,72.4,45.2
2019-01-03 01:15:00,2019,"Jan","Thu","No","F23",123.2,3.6,2.8,35.2,1.6,19.2,11.2,0.4,74,49.2
2019-01-03 01:30:00,2019,"Jan","Thu","No","F23",118.8,4,2.8,34,2,18,10.4,0,71.2,47.6
2019-01-03 01:45:00,2019,"Jan","Thu","No","F23",122,3.6,2.4,35.2,2.4,18,11.2,0.4,73.2,48.8
2019-01-03 02:00:00,2019,"Jan","Thu","No","F23",118.8,4,2.8,34,2,18.4,10.8,0.4,72.4,46.4
2019-01-03 02:15:00,2019,"Jan","Thu","No","F23",123.6,4,2.8,35.2,2,18.8,10.8,0.4,74,49.6
2019-01-03 02:30:00,2019,"Jan","Thu","No","F23",117.6,3.6,2.4,34.8,2,18,10.8,0,71.6,46
2019-01-03 02:45:00,2019,"Jan","Thu","No","F23",116.8,4,2.8,34.4,1.6,19.2,11.2,0.4,73.6,43.2
2019-01-03 03:00:00,2019,"Jan","Thu","No","F23",120.4,4,2.8,34.8,1.6,19.2,10.8,0.8,74,46.4
2019-01-03 03:15:00,2019,"Jan","Thu","No","F23",112.8,3.6,2.4,34,2,17.6,11.6,0.4,71.6,41.2
2019-01-03 03:30:00,2019,"Jan","Thu","No","F23",116,4,2.8,35.2,2,19.6,10.8,0.4,74.8,41.2
2019-01-03 03:45:00,2019,"Jan","Thu","No","F23",116,4,2.8,35.2,2,19.6,10.8,0,74.4,41.6
2019-01-03 04:00:00,2019,"Jan","Thu","No","F23",114.4,3.6,2.8,34,2,18.4,10,0.4,71.2,43.2
2019-01-03 04:15:00,2019,"Jan","Thu","No","F23",112.8,4,2.4,35.2,1.6,19.2,10,0.4,72.8,40
